State/District,Murder with Rape/Gang Rape,Dowry Deaths (Sec. 304B IPC),Abetment to Suicide of Women (Sec. 305/306 IPC),Miscarriage ,Acid Attack (Sec. 326A IPC),Attempt to Acid Attack (Sec. 326B IPC),Cruelty by Husband or his relatives,Human Trafficking (Sec. 370 & 370A IPC) ,Selling of Minor Girls (Sec. 372 IPC),Buying of Minor Girls (Sec. 373 IPC),Rape,"Dowry Prohibition Act, 1961",YEAR,Total_Crimes ,Severe_Crimes,Safety_Label
Sangrur,0,2,0,0,0,0,75,0,0,0,77,0,2019,154,79,Unsafe
Dausa,0,19,0,0,0,0,316,0,0,0,130,0,2019,465,149,Unsafe
Fatehgarh Sahib,0,2,0,0,0,0,39,0,0,0,16,0,2019,57,18,Safe
Bhiwadi,0,35,0,0,0,0,434,0,0,0,146,0,2019,615,181,Unsafe
Jaipur North,0,2,0,0,0,0,325,0,0,0,79,0,2019,406,81,Unsafe
Sawai Madhopur,0,8,0,0,0,0,319,0,0,0,115,0,2019,442,123,Unsafe
Cuttack,0,22,0,0,0,0,66,0,0,0,31,0,2019,119,53,Unsafe
DCP BBSR,0,8,0,0,0,0,120,0,0,0,70,0,2019,198,78,Unsafe
DCP CTC,0,7,0,0,0,0,108,0,0,0,21,0,2019,136,28,Unsafe
Dhenkanal,0,8,0,0,0,0,61,0,0,0,36,0,2019,105,44,Safe
Ganjam,0,21,0,0,0,0,115,0,0,0,54,0,2019,190,75,Unsafe
Kendrapara,0,33,0,0,0,0,82,0,0,0,31,0,2019,146,64,Unsafe
Khurda,0,13,0,0,0,0,48,0,0,0,14,0,2019,75,27,Safe
Puri,0,25,0,0,0,0,113,0,0,0,43,0,2019,181,68,Unsafe
Boudh,0,4,0,0,0,0,24,0,0,0,8,0,2019,36,12,Safe
Bolangir,0,4,0,0,0,0,99,0,0,0,42,0,2019,145,46,Unsafe
Bhadrak,0,23,0,0,0,0,99,0,0,0,61,0,2019,183,84,Unsafe
Berhampur,0,5,0,0,0,0,54,0,0,0,20,0,2019,79,25,Safe
Angul,0,12,0,0,0,0,126,0,0,0,71,0,2019,209,83,Unsafe
Dehradun,0,7,0,0,0,0,226,0,0,0,139,0,2019,372,146,Unsafe
Dakshin Dinajpur,0,9,0,0,0,0,67,0,0,0,13,0,2019,89,22,Safe
Bageshwar,0,4,0,0,0,0,2,0,0,0,4,0,2019,10,8,Safe
Shamli,0,10,0,0,0,0,101,0,0,0,19,0,2019,130,29,Unsafe
Sitapur,0,84,0,0,0,0,514,0,0,0,76,0,2019,674,160,Unsafe
D&N Haveli,0,3,0,0,0,0,3,0,0,0,0,0,2019,6,3,Safe
Lalitpur,0,10,0,0,0,0,21,0,0,0,7,0,2019,38,17,Safe
Gomati,0,7,0,0,0,0,68,0,0,0,7,0,2019,82,14,Safe
GRP,0,2,0,0,0,0,0,0,0,0,1,0,2019,3,3,Safe
Ghaziabad,0,40,0,0,0,0,480,0,0,0,89,0,2019,609,129,Unsafe
Hapur,0,10,0,0,0,0,146,0,0,0,37,0,2019,193,47,Unsafe
Kanpur Nagar,0,58,0,0,0,0,913,0,0,0,53,0,2019,1024,111,Unsafe
Kaushambi,0,23,0,0,0,0,75,0,0,0,4,0,2019,102,27,Safe
Deoria,0,27,0,0,0,0,16,0,0,0,9,0,2019,52,36,Safe
Baghpat,0,14,0,0,0,0,78,0,0,0,26,0,2019,118,40,Unsafe
Patna Railway,0,3,0,0,0,0,0,0,0,0,1,0,2019,4,4,Safe
Sitamarhi,0,37,0,0,0,0,154,0,0,0,9,0,2019,200,46,Unsafe
Bongaigaon,0,3,0,0,0,0,319,0,0,0,61,0,2019,383,64,Unsafe
Hailakandi,0,6,0,0,0,0,436,0,0,0,145,0,2019,587,151,Unsafe
Bhind,0,28,0,0,0,0,133,0,0,0,35,0,2019,196,63,Unsafe
Barnala,0,1,8,0,0,0,17,0,0,0,34,0,2019,60,35,Safe
GRP,0,1,4,0,0,0,0,0,0,0,0,0,2019,5,1,Safe
Kapurthala,0,1,5,0,0,0,33,0,0,0,37,0,2019,76,38,Safe
Pathankot,0,1,0,0,0,0,38,0,0,0,18,0,2019,57,19,Safe
Coimbatore,0,1,2,0,0,0,28,0,0,0,6,0,2019,37,7,Safe
Karur,0,1,3,0,0,0,8,0,0,0,2,0,2019,14,3,Safe
Nagapattinam,0,1,0,0,0,0,7,0,0,0,12,0,2019,20,13,Safe
Rajsamand,0,1,3,0,0,0,375,0,0,0,70,0,2019,449,71,Unsafe
Ratnagiri,0,1,7,0,0,0,15,0,0,0,11,0,2019,34,12,Safe
Ri-Bhoi,0,1,0,0,0,0,1,0,0,0,45,0,2019,47,46,Safe
Gajapati,0,1,0,0,0,0,9,0,0,0,12,0,2019,22,13,Safe
Chamoli,0,1,1,0,0,0,0,0,0,0,2,0,2019,4,3,Safe
Champawat,0,1,1,0,0,0,3,0,0,0,1,0,2019,6,2,Safe
New Delhi,0,1,1,0,0,0,13,0,0,0,20,0,2019,35,21,Safe
Diu,0,1,0,0,0,0,2,0,0,0,1,0,2019,4,2,Safe
Daman,0,1,0,0,0,0,2,0,0,0,3,0,2019,6,4,Safe
Sealdah GRP,0,1,2,0,0,0,2,0,0,0,1,0,2019,6,2,Safe
Jogulamba Gadwal,0,1,4,0,0,0,24,0,0,0,7,0,2019,36,8,Safe
Nirmal,0,1,10,0,0,0,87,0,0,0,7,0,2019,105,8,Safe
Narayanpet,0,1,5,0,0,0,37,0,0,0,10,0,2019,53,11,Safe
Theni,0,1,0,0,0,0,46,0,0,0,10,0,2019,57,11,Safe
GRP Raipur,0,1,0,0,0,0,1,0,0,0,1,0,2019,3,2,Safe
Kanker,0,1,3,0,0,0,5,0,0,0,22,0,2019,31,23,Safe
Mahasamund,0,1,2,0,0,0,16,0,0,0,24,0,2019,43,25,Safe
Bemetra,0,1,8,0,0,0,12,0,0,0,11,0,2019,32,12,Safe
Muzaffarpur Railway,0,1,1,0,0,0,0,0,0,0,0,0,2019,2,1,Safe
Rajkot City,0,1,6,0,0,0,146,0,0,0,18,0,2019,171,19,Unsafe
Porbandar,0,1,3,0,0,0,34,0,0,0,3,0,2019,41,4,Safe
Bharuch,0,1,4,0,0,0,31,0,0,0,2,0,2019,38,3,Safe
Lohit,0,1,0,0,0,0,3,0,0,0,3,0,2019,7,4,Safe
Jamalpur Railway,0,1,0,0,0,0,0,0,0,0,0,0,2019,1,1,Safe
Nalbari,0,1,11,0,0,0,268,0,0,0,46,0,2019,326,47,Unsafe
Bhopal Railway,0,1,0,0,0,0,1,0,0,0,3,0,2019,5,4,Safe
K.Railways,0,1,12,0,0,0,0,0,0,0,0,0,2019,13,1,Safe
Sheopur,0,1,3,0,0,0,19,0,0,0,13,0,2019,36,14,Safe
Kathua,0,1,1,0,0,0,10,0,0,0,13,0,2019,25,14,Safe
Bilaspur,0,1,4,0,0,0,19,0,0,0,19,0,2019,43,20,Safe
Hamirpur,0,1,5,0,0,0,18,0,0,0,18,0,2019,42,19,Safe
Udhampur,0,1,1,0,0,0,44,0,0,0,15,0,2019,61,16,Safe
Dhanbad Railway,0,1,3,0,0,0,0,0,0,0,1,0,2019,5,2,Safe
Pakur,0,1,0,0,0,0,18,0,0,0,35,0,2019,54,36,Safe
GRP Ajmer,1,0,0,0,0,0,0,0,0,0,4,0,2019,5,5,Safe
SRP(Rourkela),1,0,0,0,0,0,2,0,0,0,2,0,2019,5,3,Safe
Dindigul,1,2,8,0,0,0,46,0,0,0,12,0,2019,69,15,Safe
Jaipur Rural,1,11,9,0,0,0,405,0,0,0,147,0,2019,573,159,Unsafe
Tonk,1,6,4,0,0,0,305,0,0,0,120,0,2019,436,127,Unsafe
Kota City,1,4,6,0,0,0,471,0,0,0,135,0,2019,617,140,Unsafe
Garo Hills North,1,0,0,0,0,0,1,0,0,0,3,0,2019,5,4,Safe
Pauri Garhwal,1,1,3,0,0,0,11,0,0,0,6,0,2019,22,8,Safe
Shahjahanpur,1,63,12,0,0,0,321,0,0,0,74,0,2019,471,138,Unsafe
North,1,4,0,0,0,0,165,0,0,0,39,0,2019,209,44,Unsafe
Purulia,1,4,8,0,0,0,166,0,0,0,9,0,2019,188,14,Unsafe
Mahabubnagar,1,2,10,0,0,0,83,0,0,0,26,0,2019,122,29,Unsafe
Medak,1,7,12,0,0,0,130,0,0,0,5,0,2019,155,13,Unsafe
Thiruvallur,1,0,8,0,0,0,11,0,0,0,9,0,2019,29,10,Safe
Tiruppur,1,0,0,0,0,0,12,0,0,0,1,0,2019,14,2,Safe
Fatehpur,1,46,9,0,0,0,136,0,0,0,35,0,2019,227,82,Unsafe
Kannauj,1,21,10,0,0,0,172,0,0,0,17,0,2019,221,39,Unsafe
Vadodara Rural,1,1,3,0,0,0,17,0,0,0,6,0,2019,28,8,Safe
GRP,1,4,10,0,0,0,0,0,0,0,1,0,2019,16,6,Safe
Mehsana,1,0,13,0,0,0,88,0,0,0,10,0,2019,112,11,Unsafe
Morbi,1,0,13,0,0,0,22,0,0,0,4,0,2019,40,5,Safe
Namsai,1,0,0,0,0,0,0,0,0,0,4,0,2019,5,5,Safe
Katni,1,16,5,0,0,0,35,0,0,0,24,0,2019,81,41,Safe
Seoni,1,9,6,0,0,0,136,0,0,0,33,0,2019,185,43,Unsafe
Budgam,1,0,0,0,0,0,7,0,0,0,8,0,2019,16,9,Safe
Rohtak,1,13,9,0,0,0,288,0,0,0,65,0,2019,376,79,Unsafe
GRP,1,0,0,0,0,0,0,0,0,0,0,0,2019,1,1,Safe
Kinnaur,1,0,1,0,0,0,3,0,0,0,12,0,2019,17,13,Safe
Jamshedpur Railway,1,1,0,0,0,0,0,0,0,0,0,0,2019,2,2,Safe
Asansol-Durgapur PC,1,12,16,0,1,0,517,0,0,0,15,0,2019,562,29,Unsafe
Unnao,1,49,14,0,1,0,285,0,0,0,53,0,2019,403,104,Unsafe
Raibareilly,1,24,0,0,1,0,166,0,0,0,74,0,2019,266,100,Unsafe
Gorakhpur,1,44,0,0,1,0,480,0,0,0,75,0,2019,601,121,Unsafe
Jaunpur,1,38,11,0,2,0,164,0,0,0,72,0,2019,288,113,Unsafe
Basti,1,17,3,0,3,0,134,0,0,0,56,0,2019,214,77,Unsafe
Ujjain,1,6,8,0,1,0,172,0,0,0,64,0,2019,252,72,Unsafe
Baddi,1,0,5,0,1,0,11,0,0,0,20,0,2019,38,22,Safe
Haridwar,1,16,6,0,2,0,135,0,0,1,161,0,2019,322,180,Unsafe
Sirohi,2,4,3,0,0,0,265,0,0,0,86,0,2019,360,92,Unsafe
Garo Hills West,2,0,0,0,0,0,6,0,0,0,5,0,2019,13,7,Safe
Raigad,7,0,4,0,0,0,30,0,0,0,18,0,2019,59,25,Safe
Kumaram Bheem Asifabad,6,4,7,0,0,0,90,0,0,0,13,0,2019,120,23,Unsafe
Rachakonda Commissionerate,3,9,18,0,0,1,1080,0,0,0,168,0,2019,1279,180,Unsafe
Nagpur Rural,10,0,20,0,0,0,28,0,0,0,33,0,2019,91,43,Safe
Fatehgarh,2,21,0,0,1,0,153,0,0,0,35,0,2019,212,59,Unsafe
Prayagraj,2,55,15,0,0,0,1070,0,0,0,119,0,2019,1261,176,Unsafe
Kaithal,2,7,17,0,0,0,118,0,0,0,35,0,2019,179,44,Unsafe
Anand,3,0,11,0,0,0,44,0,0,0,6,0,2019,64,9,Safe
Udalguri,5,3,0,0,0,0,83,0,0,0,30,0,2019,121,38,Unsafe
Kollam Rural,8,0,1,0,0,0,150,0,0,0,100,0,2019,259,108,Unsafe
Latur,13,5,7,0,0,0,210,0,0,0,37,0,2019,272,55,Unsafe
Narsinghpur,2,11,3,0,1,0,40,0,0,0,20,0,2019,77,34,Safe
Ratlam,2,4,22,0,1,1,119,0,1,0,81,0,2019,231,88,Unsafe
Kangra,5,2,15,0,0,0,30,0,0,0,39,0,2019,91,46,Safe
Kullu,2,0,2,0,0,0,8,0,0,0,30,0,2019,42,32,Safe
Chamba,3,0,7,0,0,0,7,0,0,0,18,0,2019,35,21,Safe
Bankura,1,18,11,1,0,0,189,0,0,0,13,0,2019,233,32,Unsafe
Pratapgarh,1,33,5,17,0,0,325,0,0,0,61,0,2019,442,95,Unsafe
Jhansi,1,34,12,5,0,0,261,0,0,0,38,0,2019,351,73,Unsafe
Khiri,3,51,9,1,1,0,212,0,0,0,66,0,2019,343,121,Unsafe
Barabanki,1,45,11,1,0,0,291,0,0,0,32,0,2019,381,78,Unsafe
Singrauli,2,18,16,1,0,0,81,0,0,0,55,0,2019,173,75,Unsafe
Panna,2,17,10,1,0,0,38,0,0,0,17,0,2019,85,36,Safe
Shahdol,1,10,13,1,1,0,151,0,0,0,38,0,2019,215,50,Unsafe
Ajmer,0,12,9,1,0,0,971,0,1,0,252,0,2019,1246,264,Unsafe
Sundarban Police,0,10,5,2,1,0,631,0,3,0,16,0,2019,668,27,Unsafe
Coochbehar,0,28,19,6,0,1,337,0,0,0,47,0,2019,438,75,Unsafe
Barmer,0,17,12,1,0,0,402,0,0,0,183,0,2019,615,200,Unsafe
Bhilwara,0,8,13,2,0,0,777,0,0,0,206,0,2019,1006,214,Unsafe
Muktsar,0,0,5,1,0,0,34,0,0,0,26,0,2019,66,26,Safe
Hoshiarpur,0,4,14,1,0,0,98,0,0,0,21,0,2019,138,25,Unsafe
Jaipur East,0,6,4,1,0,0,374,0,0,0,134,0,2019,519,140,Unsafe
Muzaffarnagar,0,20,0,3,1,0,178,0,0,0,72,0,2019,274,93,Unsafe
Adilabad,0,1,11,4,0,0,108,0,0,0,12,0,2019,136,13,Unsafe
Ghazipur,0,28,10,2,0,0,165,0,0,0,24,0,2019,229,52,Unsafe
Ambedkar Nagar,0,15,0,2,0,0,138,0,0,0,27,0,2019,182,42,Unsafe
Bulandshahar,0,66,10,2,0,0,580,0,0,0,83,0,2019,741,149,Unsafe
Rajnandgaon,0,4,16,3,0,0,35,0,0,0,30,0,2019,88,34,Safe
Krishna,0,11,22,2,0,0,791,0,0,0,87,0,2019,913,98,Unsafe
Prakasham,0,9,29,6,2,0,627,0,0,0,31,0,2019,704,42,Unsafe
Palwal,0,14,7,6,0,0,194,0,0,0,56,0,2019,277,70,Unsafe
Alirajpur,0,0,13,3,0,0,24,0,0,0,37,0,2019,77,37,Safe
Dhar,0,10,19,1,0,0,79,0,0,0,94,0,2019,203,104,Unsafe
Aurangabad Commr.,0,3,18,1,0,0,233,0,0,0,43,0,2019,298,46,Unsafe
Aurangabad Rural,0,10,27,1,0,0,214,0,0,0,17,0,2019,269,27,Unsafe
Hingoli,0,4,10,1,1,0,144,0,0,0,20,0,2019,180,25,Unsafe
Khargone,0,4,17,1,0,0,77,0,0,0,37,0,2019,136,41,Unsafe
Dholpur,1,20,1,1,0,0,310,1,0,0,108,0,2019,442,129,Unsafe
Moga,0,1,5,1,0,0,36,1,0,0,17,0,2019,61,18,Safe
Thane Commr.,4,10,34,1,0,0,427,37,0,0,115,0,2019,628,129,Unsafe
Barrackpur PC,0,18,12,3,1,2,1338,3,1,0,54,0,2019,1432,73,Unsafe
Outer,2,18,3,1,2,3,352,1,0,0,112,0,2019,494,134,Unsafe
Malda,0,15,45,8,0,0,883,2,0,0,79,0,2019,1032,94,Unsafe
Murshidabad,0,39,14,4,3,1,1206,5,1,0,192,0,2019,1465,234,Unsafe
Purab Medinipur,1,12,18,2,5,0,697,5,0,0,42,0,2019,782,60,Unsafe
Uttar Dinajpur,0,10,19,1,1,0,244,3,0,0,42,0,2019,320,53,Unsafe
Mungali,0,4,7,1,0,0,18,1,0,0,10,0,2019,41,14,Safe
Ahmedabad City,1,1,47,1,1,1,819,2,0,0,83,0,2019,956,86,Unsafe
Fatehabad,0,7,13,2,0,0,90,1,0,0,36,0,2019,149,43,Unsafe
Guntur,0,5,37,2,1,0,869,1,0,0,104,0,2019,1019,110,Unsafe
Srikakulam,0,4,15,1,0,0,212,4,0,0,51,0,2019,287,55,Unsafe
Wayanadu,0,0,1,1,0,0,66,1,0,0,87,0,2019,156,87,Unsafe
Beed,0,11,34,1,1,0,263,4,0,0,45,0,2019,359,57,Unsafe
Raisen,0,9,6,1,0,0,78,1,0,0,67,0,2019,162,76,Unsafe
Sonipat,0,18,11,2,0,0,299,1,0,0,76,0,2019,407,94,Unsafe
Navi Mumbai,1,1,11,0,0,0,174,4,0,0,70,0,2019,261,72,Unsafe
Birbhum,1,9,16,0,1,1,228,1,1,0,51,0,2019,309,62,Unsafe
Howrah Rural,1,5,7,0,1,1,689,1,0,0,15,0,2019,720,22,Unsafe
Outer North,1,9,6,0,1,0,138,7,0,0,49,0,2019,211,60,Unsafe
Lucknow,2,42,0,0,2,0,1422,1,0,0,100,0,2019,1569,146,Unsafe
Kamareddy,2,1,5,0,0,0,170,1,0,0,9,0,2019,188,12,Unsafe
Nizamabad Commissionerate,2,9,22,0,0,0,329,4,0,0,28,0,2019,394,39,Unsafe
Cyberabad Commissionerate,2,26,64,0,0,0,1278,35,0,0,113,0,2019,1518,141,Unsafe
Karimnagar Commissionerate,1,9,15,0,0,0,284,6,0,0,17,0,2019,332,27,Unsafe
Surajpur,2,1,11,0,0,0,29,2,0,0,48,0,2019,93,51,Safe
Nellore,1,2,15,0,0,0,447,17,0,0,53,0,2019,535,56,Unsafe
Vijayawada City,1,5,2,0,0,0,594,14,0,0,57,0,2019,673,63,Unsafe
Hojai,6,5,4,0,0,0,570,3,0,0,52,0,2019,640,63,Unsafe
Ashok Nagar,2,5,6,0,0,0,53,1,0,0,34,0,2019,101,41,Safe
Ernakulam Rural,2,1,0,0,1,0,110,28,0,0,110,0,2019,252,114,Unsafe
Kottayam,1,0,0,0,0,0,83,1,0,0,104,0,2019,189,105,Unsafe
Palakkad,2,0,2,0,0,0,207,10,0,0,145,0,2019,366,147,Unsafe
Vidisha,2,15,17,0,0,0,126,1,0,0,71,0,2019,232,88,Unsafe
Mumbai Commr.,2,17,41,0,2,0,699,67,0,0,394,0,2019,1222,415,Unsafe
Satna,2,21,18,0,0,0,131,2,0,0,39,0,2019,213,62,Unsafe
Nadia,0,49,22,0,5,0,883,1,1,0,42,0,2019,1003,96,Unsafe
Diamond Harbour Police,0,10,12,0,2,0,720,1,1,0,42,0,2019,788,54,Unsafe
Barasat,0,24,33,0,2,0,1315,4,1,0,45,0,2019,1424,71,Unsafe
Neemuch,0,1,6,0,0,0,43,2,4,0,14,0,2019,70,15,Safe
CP Ludhiana,0,12,11,0,1,1,143,2,0,0,62,0,2019,232,75,Unsafe
Jalandhar Rural,0,3,5,0,0,1,25,1,0,0,42,0,2019,77,45,Safe
Pune Commr.,0,10,21,0,0,1,325,33,0,0,90,0,2019,480,100,Unsafe
Kolkata,0,7,27,0,1,2,946,2,0,0,14,0,2019,999,22,Unsafe
Basirhat,0,12,0,0,2,1,694,1,0,0,39,0,2019,749,53,Unsafe
North Goa,0,1,2,0,0,1,2,18,0,0,39,0,2019,63,40,Safe
Pathanamthitta,0,0,0,0,1,1,69,10,0,0,91,0,2019,172,92,Unsafe
Kandhamal,0,0,0,0,1,0,55,7,0,0,29,0,2019,92,30,Safe
Bidhannagar PC,0,3,6,0,1,0,219,3,0,0,6,0,2019,238,10,Unsafe
East,0,7,4,0,2,0,213,2,0,0,90,0,2019,318,99,Unsafe
Purba Bardhaman,0,30,30,0,1,0,471,3,0,0,28,0,2019,563,59,Unsafe
SRP(Cuttack),0,0,0,0,0,0,0,2,0,0,5,0,2019,7,5,Safe
Tengnoupal,0,0,0,0,0,0,1,3,0,0,1,0,2019,5,1,Safe
Palghar,0,4,26,0,0,0,99,16,0,0,105,0,2019,250,109,Unsafe
Sangli,0,8,17,0,0,0,86,8,0,0,40,0,2019,159,48,Unsafe
Satara,0,1,33,0,0,0,170,4,0,0,49,0,2019,257,50,Unsafe
Solapur Commr.,0,2,6,0,0,0,91,3,0,0,21,0,2019,123,23,Unsafe
Solapur Rural,0,8,36,0,0,0,151,3,0,0,61,0,2019,259,69,Unsafe
Keonjhar,0,5,0,0,0,0,92,5,0,0,51,0,2019,153,56,Unsafe
Mayurbhanj,0,5,0,0,0,0,162,4,0,0,72,0,2019,243,77,Unsafe
Nuapada,0,2,0,0,0,0,44,41,0,0,9,0,2019,96,11,Safe
Rayagada,0,5,0,0,0,0,61,3,0,0,33,0,2019,102,38,Safe
Aizawl,0,0,0,0,0,0,0,3,0,0,15,0,2019,18,15,Safe
Champhai,0,0,0,0,0,0,2,4,0,0,3,0,2019,9,3,Safe
Railway Chennai,0,0,1,0,0,0,0,2,0,0,1,0,2019,4,1,Safe
Howrah GRP,0,1,4,0,0,0,0,2,0,0,0,0,2019,7,1,Safe
Howrah PC,0,7,7,0,0,0,354,7,0,0,11,0,2019,386,18,Unsafe
North-West,0,5,1,0,0,0,223,8,0,0,90,0,2019,327,95,Unsafe
Siliguri GRP,0,0,0,0,0,0,0,2,0,0,0,0,2019,2,0,Safe
Siliguri PC,0,5,5,0,0,0,575,3,0,0,44,0,2019,632,49,Unsafe
Rajanna Siricilla,0,2,0,0,0,0,137,4,0,0,7,0,2019,150,9,Unsafe
Jashpur,0,0,3,0,0,0,4,4,0,0,55,0,2019,66,55,Safe
Kondagaon,0,0,2,0,0,0,6,3,0,0,12,0,2019,23,12,Safe
Narayanpur,0,0,0,0,0,0,0,3,0,0,2,0,2019,5,2,Safe
Bilaspur,0,8,10,0,0,0,89,2,0,0,110,0,2019,219,118,Unsafe
Balrampur,0,1,11,0,0,0,12,4,0,0,51,0,2019,79,52,Safe
South Goa,0,0,1,0,0,0,6,5,0,0,31,0,2019,43,31,Safe
CID,0,0,0,0,0,0,1,11,0,0,2,0,2019,14,2,Safe
Navsari,0,0,3,0,0,0,32,2,0,0,5,0,2019,42,5,Safe
Guntur Urban,0,5,28,0,0,0,524,6,0,0,52,0,2019,615,57,Unsafe
Rajahmundry,0,2,11,0,0,0,238,18,0,0,51,0,2019,320,53,Unsafe
Chirang,0,5,0,0,0,0,115,2,0,0,19,0,2019,141,24,Unsafe
Sadia,0,0,0,0,0,0,18,3,0,0,7,0,2019,28,7,Safe
GRP,0,0,0,0,0,0,0,13,0,0,1,0,2019,14,1,Safe
Goalpara,0,6,0,0,0,0,394,4,0,0,40,0,2019,444,46,Unsafe
Golaghat,0,5,0,0,0,0,406,4,0,0,34,0,2019,449,39,Unsafe
Hamren,0,0,0,0,0,0,6,3,0,0,6,0,2019,15,6,Safe
Ernakulam Commr.,0,0,1,0,0,0,89,5,0,0,93,0,2019,188,93,Unsafe
Kannur,0,0,5,0,0,0,232,16,0,0,98,0,2019,351,98,Unsafe
Kollam Commr.,0,1,3,0,0,0,145,10,0,0,77,0,2019,236,78,Unsafe
Kozhikode Commr.,0,1,0,0,0,0,163,5,0,0,77,0,2019,246,78,Unsafe
Kozhikode Rural,0,2,2,0,0,0,293,4,0,0,79,0,2019,380,81,Unsafe
Kolhapur,0,7,17,0,0,0,139,16,0,0,49,0,2019,228,56,Unsafe
Mandla,0,5,6,0,0,0,29,2,0,0,18,0,2019,60,23,Safe
Mandsaur,0,3,12,0,0,0,25,5,0,0,13,0,2019,58,16,Safe
Panchkula,0,2,4,0,0,0,104,3,0,0,43,0,2019,156,45,Unsafe
Hubballi Dharwad City,0,0,2,0,0,0,57,2,0,0,3,0,2019,64,3,Safe
Simdega,0,2,0,0,0,0,12,12,0,0,51,0,2019,77,53,Safe
Nagaur,0,17,3,0,0,0,625,1,0,0,170,0,2019,816,187,Unsafe
Pali,0,8,3,0,0,0,613,1,0,0,143,0,2019,768,151,Unsafe
Pratapgarh,0,4,5,0,0,0,276,1,0,0,175,0,2019,461,179,Unsafe
Bishnupur,0,0,0,0,0,0,0,1,0,0,6,0,2019,7,6,Safe
Pimpri Chinchwad City,0,4,21,0,0,0,236,1,0,0,107,0,2019,369,111,Unsafe
Jharsuguda,0,3,0,0,0,0,45,1,0,0,18,0,2019,67,21,Safe
Malkangiri,0,2,0,0,0,0,62,1,0,0,23,0,2019,88,25,Safe
Nayagarh,0,17,0,0,0,0,35,1,0,0,27,0,2019,80,44,Safe
Dimapur,0,0,0,0,0,0,0,1,0,0,2,0,2019,3,2,Safe
Baragarh,0,7,0,0,0,0,58,1,0,0,39,0,2019,105,46,Safe
Nainital,0,5,5,0,0,0,65,1,0,0,50,0,2019,126,55,Unsafe
Alipurduar,0,10,22,0,0,0,160,1,0,0,35,0,2019,228,45,Unsafe
Chandannagar PC,0,8,8,0,0,0,421,1,0,0,4,0,2019,442,12,Unsafe
Dhalai,0,2,3,0,0,0,18,1,0,0,7,0,2019,31,9,Safe
Khammam Commissionerate,0,5,18,0,0,0,316,1,0,0,24,0,2019,364,29,Unsafe
Etah,0,42,0,0,0,0,139,1,0,0,25,0,2019,207,67,Unsafe
Kowai,0,4,1,0,0,0,17,1,0,0,6,0,2019,29,10,Safe
Gariyaband,0,1,3,0,0,0,6,1,0,0,14,0,2019,25,15,Safe
Sabarkantha,0,0,8,0,0,0,77,1,0,0,20,0,2019,106,20,Unsafe
Valsad,0,0,8,0,0,0,37,1,0,0,10,0,2019,56,10,Safe
Panchmahal,0,0,9,0,0,0,55,1,0,0,6,0,2019,71,6,Safe
Changlang,0,0,1,0,0,0,3,1,0,0,5,0,2019,10,5,Safe
Kurukshetra,0,7,11,0,0,0,296,1,0,0,50,0,2019,365,57,Unsafe
Dindori,0,2,8,0,0,0,91,1,0,0,40,0,2019,142,42,Unsafe
Guna,0,7,8,0,0,0,85,1,0,0,39,0,2019,140,46,Unsafe
Railways,0,0,0,0,0,0,0,1,0,0,2,0,2019,3,2,Safe
Malappuram,0,0,6,0,0,0,428,1,0,0,206,0,2019,641,206,Unsafe
Hoshangabad,0,8,8,0,0,0,100,1,0,0,46,0,2019,163,54,Unsafe
Tikamgarh,0,16,5,0,0,0,39,1,0,0,30,0,2019,91,46,Safe
Sehore,0,6,11,0,0,0,82,1,0,0,35,0,2019,135,41,Unsafe
Jalpaiguri,0,20,5,0,2,0,125,1,0,0,32,0,2019,185,54,Unsafe
CP Amritsar,0,1,9,0,0,0,48,2,0,0,46,1,2019,107,47,Unsafe
Fazilka,0,1,10,0,0,0,16,1,0,0,48,1,2019,77,49,Safe
Gurdaspur,0,2,3,0,0,0,58,1,0,0,14,1,2019,79,16,Safe
Namakkal,0,0,4,0,0,0,9,1,0,0,3,4,2019,21,3,Safe
Varanasi,0,36,19,0,0,0,628,4,0,0,70,3,2019,760,106,Unsafe
West,0,6,3,0,1,0,366,1,0,0,75,1,2019,453,82,Unsafe
Central,0,4,1,0,0,0,71,4,0,0,95,3,2019,178,99,Unsafe
Chandigarh,0,6,1,0,0,0,177,1,0,0,112,1,2019,298,118,Unsafe
Nagpur Commr.,0,5,18,0,0,0,136,14,0,0,73,2,2019,248,78,Unsafe
Surat City,0,2,30,0,2,0,506,1,0,0,42,1,2019,584,46,Unsafe
Visakhapatnam,0,9,8,0,0,0,585,4,0,0,98,26,2019,730,107,Unsafe
West Godavari,0,7,22,0,0,0,779,1,0,0,65,2,2019,876,72,Unsafe
Dhemaji,0,6,4,0,0,0,139,1,0,0,27,4,2019,181,33,Unsafe
Biswanath,0,2,1,0,0,0,177,17,0,0,30,9,2019,236,32,Unsafe
Nagaon,0,0,3,0,2,1,972,6,0,0,110,81,2019,1175,112,Unsafe
Trivandrum Rural,0,2,5,0,0,0,204,1,0,0,206,1,2019,419,208,Unsafe
Gwalior,0,31,26,0,0,0,497,4,0,1,131,6,2019,696,162,Unsafe
Tumakuru,0,8,9,0,0,0,47,1,0,0,14,73,2019,152,22,Unsafe
Saraikela,0,0,3,0,0,0,28,1,0,0,24,31,2019,87,24,Safe
Latehar,0,11,4,0,0,0,3,2,1,0,32,37,2019,90,43,Safe
Ramgarh,0,10,0,0,0,0,16,3,0,1,25,35,2019,90,35,Safe
